# x,y,color
153.82,204.65,0
162.46,90.89,1
287.03,94.65,0
146.23,143.79,3
215.69,72.43,1
116.12,182.74,0
141.06,208.00,0
169.49,77.64,1
137.47,200.38,0
142.79,199.34,0
162.44,31.23,0
228.97,97.53,1
151.71,83.50,1
207.38,167.43,2
266.61,51.90,0
190.87,72.21,1
291.20,120.59,0
130.25,194.56,0
147.12,80.89,1
229.33,91.23,1
280.64,123.62,0
95.90,134.11,0
246.35,44.48,0
192.20,28.40,0
119.50,197.51,0
90.90,136.63,0
258.38,57.93,0
289.85,148.33,0
285.34,138.04,0
97.28,83.34,0
168.28,77.55,1
218.45,165.72,2
200.76,214.84,0
224.68,91.77,1
153.47,201.27,0
226.21,91.73,1
192.89,68.52,1
146.68,204.64,0
208.60,77.26,1
228.82,202.43,0
84.26,108.76,0
269.72,89.49,0
276.53,69.12,0
164.03,141.08,3
202.68,208.11,0
175.89,68.30,1
158.51,157.38,3
196.15,23.18,0
221.94,78.32,1
95.71,145.89,0
137.70,200.16,0
104.57,63.66,0
287.00,137.76,0
131.82,37.07,0
166.00,208.65,0
86.12,132.40,0
120.34,198.80,0
231.35,153.57,2
179.50,78.30,1
289.59,122.81,0
255.71,185.38,0
169.97,67.27,1
155.23,160.38,3
223.18,91.93,1
215.66,25.08,0
231.66,138.16,2
177.21,61.37,1
173.57,75.37,1
218.24,86.85,1
170.87,75.05,1
226.68,164.00,2
102.88,68.63,0
158.08,77.69,1
139.04,40.44,0
257.92,188.10,0
181.74,63.57,1
168.53,147.62,3
171.85,28.08,0
159.77,4.94,0
144.15,202.17,0
160.76,75.48,1
289.16,116.23,0
143.33,156.74,3
84.77,136.52,0
176.57,25.46,0
289.92,137.06,0
153.34,148.39,3
175.84,73.35,1
98.87,172.00,0
174.93,219.41,0
222.56,143.24,2
268.53,61.61,0
290.10,144.82,0
228.66,135.73,2
221.75,93.58,1
86.17,127.62,0
142.62,229.59,0
146.41,33.17,0
188.22,72.52,1
218.76,137.01,2
106.46,50.72,0
188.33,63.71,1
85.85,135.22,0
198.11,25.09,0
260.65,190.30,0
103.40,174.22,0
145.87,210.03,0
151.93,85.52,1
207.23,73.39,1
165.54,68.62,1
232.86,160.15,2
154.11,74.22,1
160.77,152.95,3
147.24,133.57,3
134.57,96.08,1
161.15,144.13,3
158.77,82.24,1
210.91,74.91,1
84.14,101.36,0
226.25,161.16,2
162.73,151.14,3
212.09,78.55,1
159.28,196.78,0
100.76,56.47,0
189.03,62.81,1
186.97,71.63,1
196.82,75.81,1
286.01,99.76,0
229.41,91.59,1
188.40,69.41,1
113.03,49.10,0
223.51,81.20,1
154.65,206.35,0
227.29,161.39,2
100.61,169.30,0
227.07,138.85,2
228.32,93.36,1
213.26,78.62,1
185.26,75.34,1
95.10,159.49,0
225.88,87.19,1
96.23,66.99,0
158.59,142.79,3
151.45,158.31,3
95.62,169.37,0
145.39,142.89,3
224.05,90.50,1
94.65,99.39,0
223.70,145.39,2
117.03,192.43,0
254.92,45.38,0
91.10,88.44,0
192.98,69.00,1
223.14,201.40,0
128.81,206.48,0
225.51,81.23,1
198.21,82.06,1
160.09,155.98,3
102.09,56.78,0
281.04,142.09,0
121.71,198.16,0
200.37,231.79,0
207.03,80.90,1
227.99,165.05,2
287.59,115.45,0
215.29,137.32,2
243.01,41.71,0
196.00,212.33,0
95.06,60.57,0
89.56,69.07,0
214.01,148.89,2
161.64,157.69,3
208.20,66.73,1
141.45,145.25,3
91.18,128.22,0
281.89,120.88,0
104.14,64.29,0
206.13,210.28,0
238.50,201.69,0
106.63,186.16,0
269.54,160.82,0
169.23,73.52,1
289.31,88.61,0
149.35,82.13,1
117.40,190.64,0
83.87,129.43,0
291.24,148.71,0
173.36,68.62,1
206.32,71.89,1
196.26,71.46,1
205.92,73.71,1
164.53,210.35,0
286.11,121.13,0
90.31,69.48,0
87.03,131.19,0
208.05,211.09,0
89.97,143.37,0
158.90,165.57,3
212.76,86.09,1
137.54,35.10,0
216.87,82.93,1
177.30,210.22,0
103.58,185.17,0
173.11,71.35,1
160.80,141.80,3
95.43,94.55,0
218.99,136.37,2
130.52,30.22,0
290.41,96.75,0
284.52,155.20,0
154.32,130.49,3
190.20,77.74,1
87.56,95.50,0
162.59,135.99,3
152.58,201.56,0
230.40,203.18,0
114.28,41.59,0
227.13,210.90,0
212.88,206.22,0
284.95,143.30,0
214.77,79.28,1
163.54,144.16,3
165.66,152.50,3
260.40,52.66,0
128.77,40.15,0
182.74,70.45,1
209.22,207.65,0
223.08,35.84,0
288.61,107.75,0
232.43,196.59,0
95.76,178.73,0
207.38,24.21,0
133.04,201.76,0
200.67,27.83,0
136.78,92.66,1
147.58,139.73,3
232.03,204.11,0
106.06,52.46,0
174.50,213.09,0
210.34,85.30,1
170.25,62.55,1
222.92,25.51,0
147.82,138.97,3
227.90,199.39,0
293.38,135.53,0
154.27,166.04,3
89.49,166.16,0
93.57,77.94,0
119.63,191.87,0
227.09,86.62,1
133.87,227.12,0
179.73,71.66,1
126.45,44.66,0
136.62,41.04,0
214.54,82.14,1
93.18,134.38,0
186.89,67.64,1
230.02,37.15,0
156.18,167.59,3
123.10,43.15,0
262.27,181.11,0
208.77,201.88,0
223.10,26.19,0
185.73,67.45,1
232.66,160.46,2
152.52,154.25,3
227.43,204.38,0
196.32,212.48,0
97.82,145.02,0
132.48,174.41,0
162.09,152.83,3
198.70,63.74,1
229.23,99.30,1
147.32,155.26,3
144.79,85.39,1
249.99,196.89,0
229.50,85.24,1
104.39,49.02,0
160.10,61.43,1
113.47,53.50,0
157.77,26.53,0
107.33,187.78,0
137.79,86.76,1
257.83,193.26,0
241.87,36.82,0
148.95,206.10,0
148.88,22.09,0
289.29,131.30,0
158.35,215.03,0
93.11,80.95,0
233.07,94.71,1
223.41,24.18,0
224.49,138.37,2
149.47,33.37,0
188.81,216.58,0
159.09,134.61,3
149.82,208.36,0
223.89,150.08,2
227.93,152.11,2
203.33,206.32,0
94.61,98.83,0
162.58,207.00,0
93.41,112.00,0
201.68,214.57,0
87.16,73.57,0
99.15,154.45,0
115.62,194.18,0
168.23,75.23,1
84.34,160.25,0
108.23,51.32,0
285.31,130.67,0
272.76,60.22,0
170.94,70.87,1
238.87,203.01,0
206.29,75.57,1
135.05,44.00,0
169.52,70.61,1
128.77,37.41,0
149.31,162.80,3
143.38,160.32,3
238.54,207.07,0
153.87,83.32,1
145.00,84.70,1
108.63,59.31,0
229.48,29.91,0
93.79,154.19,0
231.84,154.88,2
220.13,162.56,2
243.35,200.62,0
95.27,165.30,0
147.91,94.77,1
96.76,178.08,0
236.20,92.84,1
209.88,21.08,0
281.49,143.16,0
95.23,106.54,0
207.99,29.14,0
218.95,27.59,0
255.71,51.19,0
216.57,85.86,1
215.15,81.44,1
232.92,27.51,0
214.89,77.56,1
140.23,92.41,1
167.66,78.64,1
127.37,205.79,0
214.19,143.04,2
143.38,211.61,0
269.22,168.46,0
261.27,170.94,0
155.15,241.82,0
159.83,136.30,3
241.40,202.62,0
246.20,203.01,0
99.23,167.61,0
187.34,76.22,1
145.54,150.46,3
287.72,92.05,0
217.88,139.92,2
157.04,67.00,1
153.55,156.04,3
120.89,48.74,0
231.19,88.13,1
164.26,22.82,0
272.66,163.35,0
150.59,25.09,0
253.23,197.54,0
210.03,85.79,1
278.82,73.12,0
285.46,143.81,0
208.59,76.54,1
284.50,86.17,0
225.66,99.04,1
158.03,75.32,1
228.14,134.23,2
167.25,142.81,3
199.13,78.47,1
161.98,146.12,3
102.38,171.41,0
183.84,220.26,0
108.20,47.40,0
228.76,93.92,1
107.41,172.31,0
182.53,218.03,0
117.06,49.71,0
259.15,43.93,0
93.78,80.11,0
94.09,83.87,0
101.81,174.94,0
132.90,202.55,0
265.65,55.24,0
158.06,131.50,3
143.09,15.71,0
183.85,19.28,0
186.07,215.15,0
225.59,95.43,1
144.04,201.32,0
195.79,16.13,0
239.21,199.71,0
273.08,159.16,0
103.04,32.81,0
97.59,143.07,0
136.08,38.71,0
124.60,37.20,0
276.62,76.22,0
233.05,155.91,2
223.82,93.21,1
157.75,73.68,1
233.38,139.96,2
213.02,71.75,1
165.15,145.55,3
131.44,115.94,1
232.11,94.37,1
162.11,153.59,3
230.87,161.16,2
235.54,87.44,1
266.71,174.02,0
127.55,34.77,0
151.13,205.65,0
228.96,163.47,2
209.72,82.32,1
96.08,77.40,0
293.48,130.83,0
139.80,84.32,1
124.16,197.25,0
189.58,68.76,1
164.11,64.46,1
207.80,67.44,1
143.67,164.84,3
114.26,42.38,0
231.84,89.90,1
88.69,99.06,0
97.42,167.46,0
142.35,151.79,3
117.29,38.04,0
140.34,200.61,0
275.14,165.52,0
183.56,76.69,1
228.83,144.91,2
287.38,157.92,0
195.53,218.95,0
213.65,79.16,1
291.86,139.36,0
152.32,213.87,0
257.82,50.95,0
123.82,44.32,0
176.70,27.95,0
139.56,36.28,0
155.00,81.89,1
271.12,61.18,0
85.54,128.72,0
141.08,210.13,0
284.04,98.57,0
284.97,112.39,0
289.15,128.04,0
140.62,211.07,0
230.72,158.83,2
101.50,68.45,0
254.23,46.84,0
113.25,189.50,0
106.98,180.69,0
199.54,74.65,1
225.32,31.17,0
129.44,101.25,1
156.99,163.52,3
225.19,168.97,2
130.09,42.72,0
111.87,56.04,0
276.48,77.91,0
85.84,133.33,0
224.78,138.82,2
159.39,61.75,1
94.58,154.27,0
126.78,203.41,0
116.54,195.15,0
167.91,25.94,0
159.71,163.00,3
213.56,155.57,2
215.58,94.66,1
96.42,74.12,0
240.80,141.81,2
99.46,72.33,0
159.99,145.20,3
91.60,78.74,0
90.82,106.88,0
230.85,143.07,2
175.70,22.87,0
228.52,170.33,2
145.08,28.05,0
209.18,202.51,0
206.73,22.89,0
149.85,145.17,3
197.67,70.65,1
266.81,51.66,0
105.21,176.63,0
189.97,64.31,1
156.71,160.79,3
160.26,155.07,3
148.97,142.79,3
149.09,29.67,0
95.42,161.96,0
223.88,160.22,2
169.21,147.14,3
284.90,114.35,0
149.70,80.10,1
162.43,156.17,3
276.06,73.00,0
175.93,219.17,0
101.80,70.66,0
225.98,203.49,0
222.03,77.48,1
230.90,93.44,1
209.90,72.14,1
159.12,131.80,3
169.83,28.04,0
287.64,103.25,0
99.33,70.28,0
115.06,195.60,0
118.57,194.64,0
123.23,199.07,0
214.25,164.60,2
88.98,100.60,0
288.46,126.69,0
195.87,22.47,0
288.91,102.93,0
228.21,199.12,0
147.00,206.86,0
233.11,101.05,1
280.52,150.84,0
219.29,138.07,2
139.01,199.36,0
253.25,40.65,0
224.61,97.69,1
99.01,57.21,0
220.19,88.31,1
186.57,54.75,1
99.61,29.35,0
241.06,196.48,0
160.26,147.81,3
197.59,68.32,1
246.57,195.12,0
226.94,156.98,2
231.02,161.48,2
183.53,23.44,0
146.71,32.46,0
250.22,195.50,0
110.09,183.44,0
254.82,65.38,0
154.34,159.57,3
162.43,219.44,0
136.03,203.16,0
161.37,73.22,1
136.43,33.27,0
187.97,64.89,1
222.59,141.96,2
163.43,71.67,1
106.72,43.96,0
157.78,140.38,3
115.89,40.75,0
229.95,93.14,1
257.82,176.51,0
295.80,104.38,0
89.70,155.89,0
290.04,124.60,0
178.33,20.22,0
136.25,38.74,0
237.25,97.68,1
241.97,202.30,0
205.51,82.89,1
223.26,144.48,2
208.61,72.46,1
287.39,135.17,0
203.11,23.27,0
193.52,77.93,1
166.82,137.85,3
129.99,84.24,1
248.55,194.34,0
103.24,173.55,0
214.56,157.61,2
141.68,35.90,0
263.98,181.78,0
287.27,146.25,0
150.00,79.60,1
283.56,160.88,0
297.41,150.31,0
286.99,108.40,0
218.94,77.60,1
138.68,203.44,0
121.87,45.57,0
157.61,137.89,3
227.82,133.00,2
142.62,134.94,3
226.94,204.39,0
276.65,88.17,0
258.72,178.62,0
135.19,97.63,1
225.29,142.15,2
185.18,66.29,1
93.46,88.00,0
228.12,92.18,1
220.43,141.85,2
195.00,18.98,0
231.53,143.15,2
123.04,24.85,0
165.74,214.53,0
126.93,201.26,0
289.27,141.09,0
118.87,42.59,0
179.44,78.68,1
215.55,158.79,2
255.66,189.29,0
96.08,138.45,0
215.74,91.79,1
84.59,105.37,0
228.75,95.38,1
204.33,70.36,1
178.44,217.92,0
242.55,201.98,0
105.50,58.96,0
157.68,20.69,0
215.35,158.62,2
143.98,35.59,0
262.01,177.16,0
166.52,147.57,3
122.74,201.13,0
207.48,21.81,0
278.94,79.29,0
177.06,209.05,0
158.50,142.74,3
224.72,88.90,1
146.02,159.58,3
132.57,32.69,0
218.74,158.56,2
235.09,139.03,2
247.89,42.51,0
229.37,24.93,0
272.37,67.60,0
135.22,86.89,1
169.19,29.09,0
224.46,165.57,2
256.38,183.73,0
109.38,47.68,0
92.77,156.19,0
154.74,143.41,3
153.07,26.26,0
95.69,158.75,0
139.77,84.28,1
245.27,191.50,0
184.92,26.89,0
221.90,92.79,1
227.64,150.26,2
87.35,150.06,0
232.27,96.52,1
222.28,136.97,2
193.49,208.16,0
151.92,155.40,3
150.82,201.59,0
161.45,144.23,3
188.15,70.40,1
290.03,103.95,0
107.48,182.39,0
152.65,143.62,3
99.20,157.05,0
180.72,68.02,1
287.87,115.37,0
165.20,146.94,3
223.63,163.67,2
150.32,83.49,1
134.74,205.61,0
92.41,86.37,0
202.83,72.48,1
99.27,67.48,0
188.86,77.59,1
225.23,138.80,2
234.46,153.82,2
269.56,59.29,0
161.96,29.82,0
183.04,73.77,1
141.70,82.81,1
156.46,80.74,1
221.07,166.75,2
97.16,84.23,0
263.26,174.28,0
181.82,28.28,0
231.66,161.91,2
281.76,113.23,0
191.64,19.93,0
109.76,184.99,0
135.47,206.99,0
119.16,190.62,0
159.29,143.22,3
223.47,29.87,0
181.15,63.52,1
85.12,84.56,0
287.79,150.71,0
87.25,97.31,0
148.80,152.67,3
220.33,149.21,2
166.42,26.21,0
288.42,102.03,0
247.20,198.09,0
216.22,145.06,2
162.86,77.75,1
155.75,160.33,3
229.54,83.47,1
152.97,157.12,3
175.73,71.35,1
99.75,73.97,0
222.13,26.23,0
212.10,76.85,1
216.80,77.06,1
250.41,188.04,0
164.01,64.51,1
142.26,91.94,1
113.85,56.40,0
221.39,160.49,2
260.96,44.02,0
145.81,138.96,3
155.34,136.78,3
88.98,152.36,0
215.01,88.96,1
86.69,116.74,0
98.52,193.00,0
234.64,146.09,2
259.74,54.63,0
152.40,82.66,1
235.93,156.82,2
254.78,43.58,0
284.69,107.84,0
216.50,95.56,1
262.91,98.20,0
162.66,160.98,3
161.52,65.34,1
255.10,49.17,0
171.21,74.72,1
285.55,101.57,0
200.80,26.41,0
230.91,153.32,2
147.27,81.78,1
151.94,83.95,1
154.30,24.98,0
213.29,81.54,1
140.54,91.96,1
210.96,71.39,1
178.68,20.61,0
237.28,96.60,1
200.02,68.40,1
195.94,78.81,1
163.31,159.41,3
179.72,69.02,1
164.12,69.04,1
151.18,34.12,0
183.82,27.09,0
91.93,100.72,0
236.55,144.53,2
195.46,76.14,1
185.10,71.85,1
228.92,86.94,1
142.39,144.12,3
156.43,65.76,1
141.78,204.99,0
186.02,27.07,0
227.80,158.34,2
146.56,139.04,3
217.30,87.86,1
289.48,95.38,0
265.55,178.73,0
224.88,138.59,2
162.49,142.79,3
205.04,71.87,1
226.76,201.41,0
108.11,20.01,0
84.72,136.08,0
142.95,88.79,1
130.85,82.39,1
166.19,151.89,3
283.86,103.40,0
254.69,194.95,0
136.79,90.51,1
189.42,67.05,1
132.76,40.90,0
142.32,32.46,0
284.37,117.12,0
219.45,85.33,1
90.78,116.74,0
206.41,22.07,0
189.85,66.56,1
131.60,35.09,0
284.66,97.41,0
124.79,201.69,0
270.13,175.58,0
111.97,156.15,0
223.60,206.57,0
231.32,135.59,2
202.25,82.19,1
164.16,81.83,1
290.86,94.85,0
288.69,93.90,0
115.26,92.74,1
181.81,67.67,1
149.72,160.22,3
225.61,152.67,2
155.25,132.58,3
149.07,138.97,3
214.33,80.70,1
221.58,155.24,2
186.58,69.55,1
141.56,154.02,3
103.11,176.43,0
153.47,151.02,3
278.21,76.71,0
119.77,191.01,0
93.81,83.49,0
152.08,214.47,0
289.72,144.35,0
165.39,144.10,3
231.51,28.31,0
222.10,149.42,2
216.39,160.74,2
290.55,118.80,0
220.98,24.29,0
162.58,157.01,3
232.85,93.01,1
97.44,177.52,0
214.14,71.00,1
178.74,78.12,1
221.04,90.04,1
232.53,136.10,2
207.05,215.07,0
262.68,171.77,0
142.78,203.92,0
136.84,207.20,0
104.16,177.01,0
281.83,73.15,0
90.08,153.89,0
279.25,101.31,0
277.96,91.17,0
232.63,28.56,0
168.36,157.36,3
85.08,142.84,0
262.55,190.42,0
216.38,83.85,1
231.72,168.79,2
156.98,158.14,3
251.49,202.29,0
166.81,75.09,1
224.02,133.33,2
158.84,145.16,3
249.58,191.91,0
151.23,158.49,3
218.20,208.23,0
190.95,73.19,1
86.02,135.23,0
293.47,123.67,0
254.70,43.64,0
293.11,121.30,0
259.81,190.93,0
197.65,79.53,1
88.89,134.28,0
162.23,75.65,1
147.24,140.24,3
159.48,154.52,3
190.25,67.04,1
124.91,35.18,0
272.22,60.97,0
141.95,142.20,3
165.87,71.50,1
255.76,52.68,0
215.05,157.31,2
153.60,162.20,3
145.83,89.18,1
161.41,212.42,0
150.60,145.84,3
169.05,68.78,1
160.90,77.23,1
166.07,214.40,0
175.92,15.93,0
139.86,30.65,0
236.98,146.01,2
230.34,30.17,0
285.58,129.54,0
238.88,95.95,1
237.60,92.92,1
199.01,16.91,0
265.53,51.27,0
229.68,140.51,2
137.37,210.38,0
93.77,96.65,0
147.77,34.61,0
268.02,176.28,0
166.67,65.61,1
141.98,97.45,1
149.29,26.28,0
148.87,200.62,0
214.91,87.83,1
171.73,6.36,0
154.14,152.89,3
165.91,67.46,1
221.11,154.08,2
202.78,213.21,0
156.08,28.59,0
206.45,25.10,0
283.67,149.03,0
119.81,217.81,0
304.18,105.17,0
225.76,149.92,2
147.67,163.21,3
283.14,163.47,0
199.11,67.36,1
221.00,133.31,2
283.39,83.28,0
211.19,215.75,0
93.72,148.14,0
142.31,87.65,1
258.81,183.39,0
270.82,71.40,0
195.92,211.64,0
98.96,162.30,0
230.92,86.23,1
178.36,215.74,0
233.42,89.43,1
174.72,77.06,1
276.45,69.70,0
264.96,59.61,0
218.48,212.33,0
276.54,159.59,0
275.73,161.22,0
220.60,200.60,0
88.10,96.58,0
146.53,90.21,1
117.01,188.72,0
159.81,218.30,0
218.93,91.90,1
150.01,157.23,3
83.87,107.60,0
204.73,57.40,1
149.97,160.14,3
187.59,16.29,0
272.85,173.50,0
241.06,41.31,0
201.96,73.76,1
272.06,58.14,0
121.11,194.89,0
247.14,42.63,0
85.77,98.32,0
149.49,208.32,0
162.29,74.47,1
191.49,16.21,0
190.69,210.07,0
156.56,140.67,3
171.35,206.58,0
183.87,217.98,0
165.17,141.93,3
203.17,210.95,0
153.18,85.20,1
146.21,209.75,0
184.70,77.51,1
218.34,84.51,1
190.08,213.65,0
98.37,171.66,0
283.82,72.46,0
226.69,85.15,1
145.55,77.20,1
125.52,192.93,0
187.83,76.49,1
217.09,89.71,1
192.37,64.09,1
142.16,146.51,3
156.99,133.78,3
95.68,59.41,0
198.60,219.38,0
102.77,68.08,0
167.41,148.01,3
157.14,77.22,1
156.32,203.78,0
221.89,168.81,2
152.90,130.12,3
246.84,33.75,0
163.06,70.11,1
108.86,58.44,0
188.14,68.67,1
266.14,45.97,0
92.80,123.63,0
283.11,149.51,0
163.10,64.23,1
152.50,134.08,3
208.92,74.77,1
216.63,22.78,0
160.37,77.31,1
149.79,200.86,0
135.97,195.15,0
281.84,127.46,0
93.25,123.49,0
137.08,83.30,1
279.81,86.80,0
160.12,79.92,1
229.22,91.79,1
187.61,218.51,0
141.90,90.41,1
288.04,148.86,0
87.73,119.16,0
147.20,87.52,1
154.97,158.76,3
141.79,92.53,1
275.17,72.86,0
118.23,37.67,0
233.68,98.26,1
174.50,28.72,0
285.54,115.03,0
274.33,57.34,0
178.44,72.36,1
226.05,86.70,1
252.16,183.93,0
281.69,140.27,0
152.86,163.92,3
233.83,153.54,2
141.62,84.39,1
152.05,209.34,0
288.93,90.31,0
149.28,157.13,3
159.63,147.50,3
227.20,25.53,0
146.17,201.11,0
170.54,20.05,0
145.35,25.96,0
142.30,85.54,1
212.51,84.28,1
105.87,57.04,0
230.41,24.68,0
153.04,78.03,1
232.88,204.76,0
273.59,155.50,0
165.11,71.57,1
235.65,161.97,2
99.28,63.06,0
101.06,65.82,0
159.30,29.93,0
174.61,215.02,0
288.80,130.43,0
284.97,140.53,0
224.92,142.46,2
282.63,72.77,0
223.90,92.75,1
241.69,196.73,0
224.86,150.76,2
193.70,72.85,1
254.56,196.02,0
219.61,143.13,2
129.83,201.50,0
188.29,65.57,1
252.42,36.04,0
81.14,45.65,0
146.76,200.38,0
220.72,92.01,1
235.04,88.63,1
112.09,41.36,0
228.53,33.69,0
116.63,44.92,0
186.08,71.05,1
145.03,203.40,0
272.99,160.81,0
160.83,149.08,3
196.72,72.59,1
162.40,159.70,3
175.58,209.93,0
180.62,215.82,0
90.86,89.13,0
111.75,181.15,0
225.02,165.70,2
214.74,204.33,0
183.18,18.48,0
219.11,89.01,1
182.86,77.88,1
163.31,207.55,0
228.95,154.94,2
92.45,142.23,0
87.36,92.49,0
95.44,142.59,0
167.56,70.61,1
195.41,66.92,1
227.12,96.83,1
204.01,29.36,0
96.09,171.56,0
